Evidence ID,Source Module,Source Zip (Inventory),Manifest Name,Category,Present In Source Zip,Also In addons_extra.zip,Preliminary Classification,Classification Rule,Status
PS04-MOD-0357,l10n_bd_reports,02 OTHER.zip,Bangladesh - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0358,l10n_be,02 OTHER.zip,Belgium - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0359,l10n_be_coda,02 OTHER.zip,Belgium - Import Bank CODA Statements,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0360,l10n_be_codabox,02 OTHER.zip,CodaBox,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0361,l10n_be_codaclean,02 OTHER.zip,Codaclean,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0362,l10n_be_fiscal_categories,02 OTHER.zip,Belgium - Fiscal Categories Data,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0363,l10n_be_fiscal_categories_fleet,02 OTHER.zip,Belgium - Disallowed Expenses Fleet,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0364,l10n_be_hr_contract_salary,02 OTHER.zip,Salary Configurator (Belgium),Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0365,l10n_be_hr_payroll,02 OTHER.zip,Belgium - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0366,l10n_be_hr_payroll_account,02 OTHER.zip,Belgium - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0367,l10n_be_hr_payroll_acerta,02 OTHER.zip,Belgium - Payroll - Export to Acerta,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0368,l10n_be_hr_payroll_attendance,02 OTHER.zip,Belgian Payroll - Attendance,Human Resources/Employees,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0369,l10n_be_hr_payroll_dimona,02 OTHER.zip,Belgium - Payroll - Dimona,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0370,l10n_be_hr_payroll_dimona_auto,02 OTHER.zip,Belgium - Payroll - Dimona - Automation,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0371,l10n_be_hr_payroll_fix,02 OTHER.zip,Belgian Payroll - Holiday Attest Fix,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0372,l10n_be_hr_payroll_fleet,02 OTHER.zip,Belgium - Payroll - Fleet,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0373,l10n_be_hr_payroll_group_s,02 OTHER.zip,Belgium - Payroll - Export to Group S,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0374,l10n_be_hr_payroll_partena,02 OTHER.zip,Belgium - Payroll - Export to Partena,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0375,l10n_be_hr_payroll_prisma,02 OTHER.zip,Belgium - Payroll - Export to Prisma,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0376,l10n_be_hr_payroll_sd_worx,02 OTHER.zip,Belgium - Payroll - Export to SD Worx,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0377,l10n_be_hr_payroll_ucm,02 OTHER.zip,Belgium - Payroll - Export to UCM,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0378,l10n_be_intervat,02 OTHER.zip,Belgian Intervat & Myminfin Edi,Accounting/Localizations/edi,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0379,l10n_be_intrastat,02 OTHER.zip,Belgian Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0380,l10n_be_pos_restaurant,02 OTHER.zip,Belgian POS Restaurant Localization,Sales/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0381,l10n_be_pos_sale,02 OTHER.zip,l10n_be_pos_sale,Sales/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0382,l10n_be_reports,02 OTHER.zip,Belgium - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0383,l10n_be_reports_client_nihil,02 OTHER.zip,Belgium - Accounting Reports Client Nihil,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0384,l10n_be_reports_hr_payroll,02 OTHER.zip,Belgium - Accounting Reports & Payroll Bridge,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0385,l10n_be_reports_sms,02 OTHER.zip,Belgium - Accounting Reports - SMS,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0386,l10n_be_soda,02 OTHER.zip,Belgium - Import SODA files,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0387,l10n_bf,02 OTHER.zip,Burkina Faso - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0388,l10n_bf_reports,02 OTHER.zip,Burkina Faso - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0389,l10n_bg,02 OTHER.zip,Bulgaria - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0390,l10n_bg_ledger,02 OTHER.zip,Bulgaria - Report ledger,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0391,l10n_bg_reports,02 OTHER.zip,Bulgaria - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0392,l10n_bg_reports_ledger,02 OTHER.zip,Bulgaria - Accounting Reports Ledger,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0393,l10n_bh,02 OTHER.zip,Bahrain - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0394,l10n_bh_reports,02 OTHER.zip,Bahrain - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0395,l10n_bj,02 OTHER.zip,Benin - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0396,l10n_bj_reports,02 OTHER.zip,Benin - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0397,l10n_bo,02 OTHER.zip,Bolivia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0398,l10n_bo_reports,02 OTHER.zip,Bolivia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0399,l10n_br,02 OTHER.zip,Brazilian - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0400,l10n_br_avatax,02 OTHER.zip,Avatax Brazil,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0401,l10n_br_avatax_sale,02 OTHER.zip,Avatax Brazil Sale,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0402,l10n_br_edi,02 OTHER.zip,Brazilian Accounting EDI,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0403,l10n_br_edi_fiscal_reform,02 OTHER.zip,Avatax Brazil Fiscal Reform,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0404,l10n_br_edi_pos,02 OTHER.zip,Brazilian Accounting EDI for POS,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0405,l10n_br_edi_pos_fiscal_reform,02 OTHER.zip,Avatax Brazil POS Fiscal Reform,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0406,l10n_br_edi_sale,02 OTHER.zip,Brazilian Accounting EDI For Sale,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0407,l10n_br_edi_sale_fiscal_reform,02 OTHER.zip,Avatax Brazil Sale Fiscal Reform,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0408,l10n_br_edi_stock,02 OTHER.zip,Brazilian Accounting EDI for stock,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0409,l10n_br_edi_website_sale,02 OTHER.zip,Brazilian Accounting EDI for eCommerce,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0410,l10n_br_reports,02 OTHER.zip,Brazil - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0411,l10n_br_sale_subscription,02 OTHER.zip,Brazil - Sale Subscription,Sales/Subscriptions,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0412,l10n_br_sales,02 OTHER.zip,Brazil - Sale,Sales/Sales,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0413,l10n_br_website_sale,02 OTHER.zip,Brazil - Website Sale,Sales/Sales,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0414,l10n_br_website_sale_fiscal_reform,02 OTHER.zip,Avatax Brazil eCommerce Fiscal Reform,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0415,l10n_ca,02 OTHER.zip,Canada - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0416,l10n_ca_check_printing,02 OTHER.zip,Canadian Checks Layout,Accounting/Localizations/Check,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0417,l10n_ca_payment_cpa005,02 OTHER.zip,CPA005 Payments,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0418,l10n_ca_reports,02 OTHER.zip,Canada - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0419,l10n_cd,02 OTHER.zip,Democratic Republic of the Congo - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0420,l10n_cd_reports,02 OTHER.zip,Democratic Republic of the Congo - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0421,l10n_cf,02 OTHER.zip,Central African Republic - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0422,l10n_cf_reports,02 OTHER.zip,Central African Republic - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0423,l10n_cg,02 OTHER.zip,Congo - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0424,l10n_cg_reports,02 OTHER.zip,Congo - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0425,l10n_ch,02 OTHER.zip,Switzerland - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0426,l10n_ch_hr_payroll,02 OTHER.zip,Switzerland - Swissdec Certified ELM 5.0 - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0427,l10n_ch_hr_payroll_account,02 OTHER.zip,Switzerland - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0428,l10n_ch_hr_payroll_elm_transmission_5_3,02 OTHER.zip,Swissdec Certified Payroll ELM 5.3,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0429,l10n_ch_pos,02 OTHER.zip,Swiss - Point of Sale,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0430,l10n_ch_reports,02 OTHER.zip,Switzerland - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0431,l10n_ci,02 OTHER.zip,Ivory Coast - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0432,l10n_ci_reports,02 OTHER.zip,Ivory Coast - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0433,l10n_cl,02 OTHER.zip,Chile - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0434,l10n_cl_edi,02 OTHER.zip,Chile - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0435,l10n_cl_edi_exports,02 OTHER.zip,Electronic Exports of Goods for Chile,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0436,l10n_cl_edi_factoring,02 OTHER.zip,Chile - Localization: Factoring Extension,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0437,l10n_cl_edi_pos,02 OTHER.zip,Chilean module for Point of Sale,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0438,l10n_cl_edi_stock,02 OTHER.zip,Chile - E-Invoicing Delivery Guide,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0439,l10n_cl_edi_website_sale,02 OTHER.zip,Chilean eCommerce,Accounting/Localizations/Website,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0440,l10n_cl_reports,02 OTHER.zip,Chile - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0441,l10n_cm,02 OTHER.zip,Cameroon - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0442,l10n_cm_reports,02 OTHER.zip,Cameroon - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0443,l10n_cn,02 OTHER.zip,China - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0444,l10n_cn_city,02 OTHER.zip,China - City Data,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0445,l10n_cn_reports,02 OTHER.zip,China - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0446,l10n_co,02 OTHER.zip,Colombia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0447,l10n_co_dian,02 OTHER.zip,Electronic invoicing for Colombia with DIAN,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0448,l10n_co_edi,02 OTHER.zip,Electronic invoicing for Colombia with Carvajal,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0449,l10n_co_edi_mandate,02 OTHER.zip,Mandate invoicing for Colombia,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0450,l10n_co_edi_pos,02 OTHER.zip,Electronic invoicing for POS in Colombia,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0451,l10n_co_pos,02 OTHER.zip,Colombian - Point of Sale,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0452,l10n_co_reports,02 OTHER.zip,Colombian - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0453,l10n_cr,02 OTHER.zip,Costa Rica - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0454,l10n_cy,02 OTHER.zip,Cyprus - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0455,l10n_cy_reports,02 OTHER.zip,Cyprus - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0456,l10n_cz,02 OTHER.zip,Czech - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0457,l10n_cz_intrastat,02 OTHER.zip,Czechian Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0458,l10n_cz_reports,02 OTHER.zip,Czech Republic- Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0459,l10n_de,02 OTHER.zip,Germany - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0460,l10n_de_intrastat,02 OTHER.zip,German Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0461,l10n_de_pos_cert,02 OTHER.zip,Germany - Certification for Point of Sale,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0462,l10n_de_pos_res_cert,02 OTHER.zip,Germany - Certification for Point of Sale of type restaurant,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0463,l10n_de_reports,02 OTHER.zip,Germany - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0464,l10n_din5008,02 OTHER.zip,DIN 5008,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0465,l10n_din5008_account_followup,02 OTHER.zip,DIN 5008 - Payment Follow-up Management,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0466,l10n_din5008_expense,02 OTHER.zip,DIN 5008 - Expenses,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0467,l10n_din5008_industry_fsm,02 OTHER.zip,DIN 5008 - Field Service,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0468,l10n_din5008_purchase,02 OTHER.zip,DIN 5008 - Purchase,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0469,l10n_din5008_repair,02 OTHER.zip,DIN 5008 - Repair,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0470,l10n_din5008_sale,02 OTHER.zip,DIN 5008 - Sale,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0471,l10n_din5008_sale_renting,02 OTHER.zip,DIN 5008 - Rental,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0472,l10n_din5008_stock,02 OTHER.zip,DIN 5008 - Stock,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0473,l10n_dk,02 OTHER.zip,Denmark - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0474,l10n_dk_fik,02 OTHER.zip,Denmark - FIK Number,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0475,l10n_dk_intrastat,02 OTHER.zip,Denmark - Intrastat,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0476,l10n_dk_nemhandel,02 OTHER.zip,Denmark EDI - Nemhandel,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0477,l10n_dk_nemhandel_response,02 OTHER.zip,Nemhandel Business Response,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0478,l10n_dk_oioubl,02 OTHER.zip,Denmark - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0479,l10n_dk_reports,02 OTHER.zip,Denmark - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0480,l10n_dk_saft_import,02 OTHER.zip,Denmark - SAF-T Import,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
