id,product_id,company_id,location_id,storage_category_id,lot_id,package_id,owner_id,user_id,create_uid,write_uid,inventory_date,quantity,reserved_quantity,inventory_quantity,inventory_diff_quantity,inventory_quantity_set,in_date,create_date,write_date,accounting_date
431,2323,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,11.000000,0,0.000000,0.000000,f,2026-08-25 12:19:37,2026-08-25 12:19:37.740159,2026-08-25 19:21:34.127653,\N
434,2325,1,14,\N,\N,\N,\N,\N,1,1,\N,-12.000000,0.000000,\N,12.000000,f,2026-08-25 12:19:37,2026-08-25 12:19:37.833971,2026-08-25 12:19:37.833971,\N
586,108,1,102,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0,0.000000,0.000000,f,2026-08-25 12:19:47,2026-08-25 12:19:46.993032,2026-08-25 19:22:21.236703,\N
436,2329,1,14,\N,\N,\N,\N,\N,1,1,\N,-7.000000,0.000000,\N,7.000000,f,2026-08-25 12:19:37,2026-08-25 12:19:37.926527,2026-08-25 12:19:37.926527,\N
437,2322,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,9.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.018456,2026-08-25 12:22:44.753044,\N
438,2322,1,14,\N,\N,\N,\N,\N,1,1,\N,-9.000000,0.000000,\N,9.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.018456,2026-08-25 12:19:38.018456,\N
439,2321,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.1058,2026-08-25 12:22:44.809869,\N
440,2321,1,14,\N,\N,\N,\N,\N,1,1,\N,-3.000000,0.000000,\N,3.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.1058,2026-08-25 12:19:38.1058,\N
2717,1189,1,15,\N,\N,\N,\N,\N,102,102,\N,-2.00,0.00,\N,2.00,f,2026-08-29 09:27:00,2026-08-29 09:26:59.989781,2026-08-29 09:26:59.989781,\N
377,1224,1,96,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:34,2026-08-25 12:19:34.606201,2026-08-25 12:22:42.533123,\N
442,2098,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.194082,2026-08-25 12:19:38.194082,\N
444,2607,1,14,\N,\N,\N,\N,\N,1,1,\N,-53.000000,0.000000,\N,53.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.281736,2026-08-25 12:19:38.281736,\N
445,2788,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.36815,2026-08-25 12:22:44.985201,\N
446,2788,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.36815,2026-08-25 12:19:38.36815,\N
447,2799,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,9.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.463574,2026-08-25 12:22:45.044968,\N
448,2799,1,14,\N,\N,\N,\N,\N,1,1,\N,-9.000000,0.000000,\N,9.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.463574,2026-08-25 12:19:38.463574,\N
449,1804,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.554621,2026-08-25 12:22:45.103836,\N
450,1804,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.554621,2026-08-25 12:19:38.554621,\N
451,2472,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.64869,2026-08-25 12:22:45.166279,\N
452,2472,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.64869,2026-08-25 12:19:38.64869,\N
484,2710,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,18.000000,0,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.259931,2026-08-25 19:21:34.127653,\N
454,1812,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.765543,2026-08-25 12:19:38.765543,\N
455,1805,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,4.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.857841,2026-08-25 12:22:45.290603,\N
456,1805,1,14,\N,\N,\N,\N,\N,1,1,\N,-4.000000,0.000000,\N,4.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.857841,2026-08-25 12:19:38.857841,\N
457,2426,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,5.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:38.951159,2026-08-25 12:22:45.351829,\N
458,2426,1,14,\N,\N,\N,\N,\N,1,1,\N,-5.000000,0.000000,\N,5.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:38.951159,2026-08-25 12:19:38.951159,\N
459,1807,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.045942,2026-08-25 12:22:45.411582,\N
460,1807,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.045942,2026-08-25 12:19:39.045942,\N
461,1809,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.133907,2026-08-25 12:22:45.471893,\N
462,1809,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.133907,2026-08-25 12:19:39.133907,\N
463,2382,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.22179,2026-08-25 12:22:45.532183,\N
464,2382,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.22179,2026-08-25 12:19:39.22179,\N
465,1815,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,6.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.330755,2026-08-25 12:22:45.592241,\N
466,1815,1,14,\N,\N,\N,\N,\N,1,1,\N,-6.000000,0.000000,\N,6.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.330755,2026-08-25 12:19:39.330755,\N
467,1816,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.420557,2026-08-25 12:22:45.652937,\N
1435,2045,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:20:33,2026-08-25 12:20:32.97291,2026-08-25 12:20:32.97291,\N
469,1810,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.50845,2026-08-25 12:22:45.713614,\N
470,1810,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.50845,2026-08-25 12:19:39.50845,\N
471,1920,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,5.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.59924,2026-08-25 12:22:45.775804,\N
472,2384,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,5.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.688823,2026-08-25 12:22:45.835536,\N
479,1811,1,14,\N,\N,\N,\N,\N,1,1,\N,-6.000000,0.000000,\N,6.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:39.985302,2026-08-25 12:19:39.985302,\N
473,2384,1,14,\N,\N,\N,\N,\N,1,1,\N,-5.000000,0.000000,\N,5.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.688823,2026-08-25 12:19:39.688823,\N
474,1808,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.802611,2026-08-25 12:22:45.894467,\N
475,1808,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.802611,2026-08-25 12:19:39.802611,\N
476,1806,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,4.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.893631,2026-08-25 12:22:45.954848,\N
477,1806,1,14,\N,\N,\N,\N,\N,1,1,\N,-4.000000,0.000000,\N,4.000000,f,2026-08-25 12:19:39,2026-08-25 12:19:39.893631,2026-08-25 12:19:39.893631,\N
478,1811,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,6.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:39.985302,2026-08-25 12:22:46.026721,\N
480,2218,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.077115,2026-08-25 12:22:46.08899,\N
481,2218,1,14,\N,\N,\N,\N,\N,1,1,\N,-3.000000,0.000000,\N,3.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.077115,2026-08-25 12:19:40.077115,\N
2713,1507,1,8,\N,\N,\N,\N,\N,102,102,2026-12-31,0.00,0.00,\N,-6.00,f,2026-08-29 09:21:04,2026-08-29 09:21:04.436262,2026-08-29 09:22:00.528341,\N
486,2794,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,160.000000,0,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.371345,2026-08-25 19:21:34.127653,\N
483,2702,1,14,\N,\N,\N,\N,\N,1,1,\N,-12.000000,0.000000,\N,12.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.169027,2026-08-25 12:19:40.169027,\N
485,2710,1,14,\N,\N,\N,\N,\N,1,1,\N,-18.000000,0.000000,\N,18.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.259931,2026-08-25 12:19:40.259931,\N
2714,1187,1,15,\N,\N,\N,\N,\N,102,102,\N,-5.00,0.00,\N,5.00,f,2026-08-29 09:24:39,2026-08-29 09:24:38.848725,2026-08-29 09:24:38.848725,\N
487,2794,1,14,\N,\N,\N,\N,\N,1,1,\N,-160.000000,0.000000,\N,160.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.371345,2026-08-25 12:19:40.371345,\N
489,1217,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.514972,2026-08-25 12:22:46.387683,\N
453,1812,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.765543,2026-08-25 19:21:42.747722,\N
441,2098,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:38,2026-08-25 12:19:38.194082,2026-08-25 12:22:44.86687,\N
490,1217,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.514972,2026-08-25 12:19:40.514972,\N
491,1222,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.647044,2026-08-25 12:22:46.448171,\N
500,1913,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:20:57,2026-08-25 12:19:41.321977,2026-08-25 12:22:46.862133,\N
492,1232,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.776642,2026-08-25 12:22:46.50851,\N
493,1232,1,14,\N,\N,\N,\N,\N,1,1,\N,-3.000000,0.000000,\N,3.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.776642,2026-08-25 12:19:40.776642,\N
494,1233,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:40,2026-08-25 12:19:40.896037,2026-08-25 12:22:46.569137,\N
501,1918,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.352795,2026-08-25 12:22:46.922282,\N
495,1904,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.024037,2026-08-25 12:22:46.629008,\N
496,1888,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.141065,2026-08-25 12:22:46.689083,\N
499,1238,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:20:57,2026-08-25 12:19:41.290316,2026-08-25 12:22:46.806839,\N
497,1888,1,14,\N,\N,\N,\N,\N,1,1,\N,-3.000000,0.000000,\N,3.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.141065,2026-08-25 12:19:41.141065,\N
502,2381,1,97,\N,6,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.470151,2026-08-25 12:22:46.982653,\N
2712,1507,1,15,\N,\N,\N,\N,\N,102,102,\N,-7.00,0.00,\N,6.00,f,2026-08-29 09:21:23,2026-08-29 09:21:04.436262,2026-08-29 09:21:23.463331,\N
503,2381,1,14,\N,6,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.470151,2026-08-25 12:19:41.470151,\N
504,1909,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.601262,2026-08-25 12:22:47.048527,\N
505,1909,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.601262,2026-08-25 12:19:41.601262,\N
506,2196,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.721816,2026-08-25 12:22:47.11176,\N
507,2258,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.841262,2026-08-25 12:22:47.173713,\N
509,2383,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:41.963007,2026-08-25 12:22:47.235737,\N
508,2258,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:41,2026-08-25 12:19:41.841262,2026-08-25 12:19:41.841262,\N
511,1921,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.083032,2026-08-25 12:22:47.297288,\N
510,2383,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:41.963007,2026-08-25 12:19:41.963007,\N
513,2197,1,97,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.205585,2026-08-25 12:22:47.360167,\N
512,1921,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.083032,2026-08-25 12:19:42.083032,\N
1434,2045,1,108,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:20:33,2026-08-25 12:20:32.97291,2026-08-25 12:23:17.114997,\N
468,1816,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,1.000000,f,2026-08-25 12:20:05,2026-08-25 12:19:39.420557,2026-08-25 12:20:05.126145,\N
560,1874,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.393898,2026-08-25 12:22:49.029087,\N
515,1202,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:20:57,2026-08-25 12:19:42.449114,2026-08-25 12:22:47.485467,\N
514,2195,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.327606,2026-08-25 12:22:47.42189,\N
543,1905,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.340119,2026-08-25 12:19:44.340119,\N
517,1220,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.481428,2026-08-25 12:19:42.481428,\N
518,1221,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.60697,2026-08-25 12:22:47.607032,\N
544,1871,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.462234,2026-08-25 12:22:48.533776,\N
519,1225,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.728894,2026-08-25 12:22:47.668836,\N
520,1225,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.728894,2026-08-25 12:19:42.728894,\N
521,1914,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:42,2026-08-25 12:19:42.853975,2026-08-25 12:22:47.728974,\N
522,1919,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:42.980924,2026-08-25 12:22:47.78947,\N
523,3728,1,98,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.107991,2026-08-25 12:22:47.849292,\N
545,1871,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.462234,2026-08-25 12:19:44.462234,\N
524,2139,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.232146,2026-08-25 12:22:47.912833,\N
546,1872,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.58257,2026-08-25 12:22:48.595907,\N
525,2139,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.232146,2026-08-25 12:19:43.232146,\N
526,1907,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.358543,2026-08-25 12:22:47.976534,\N
527,1907,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.358543,2026-08-25 12:19:43.358543,\N
528,2143,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.481797,2026-08-25 12:22:48.035459,\N
529,2143,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.481797,2026-08-25 12:19:43.481797,\N
530,1908,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.604549,2026-08-25 12:22:48.094902,\N
531,1908,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.604549,2026-08-25 12:19:43.604549,\N
532,2142,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.727452,2026-08-25 12:22:48.154807,\N
547,1872,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.58257,2026-08-25 12:19:44.58257,\N
533,2142,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.727452,2026-08-25 12:19:43.727452,\N
534,1869,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.85135,2026-08-25 12:22:48.217174,\N
548,1870,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.705633,2026-08-25 12:22:48.657073,\N
535,1869,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:43,2026-08-25 12:19:43.85135,2026-08-25 12:19:43.85135,\N
536,1876,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:43.974856,2026-08-25 12:22:48.283751,\N
537,1876,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:43.974856,2026-08-25 12:19:43.974856,\N
550,1873,1,99,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.827645,2026-08-25 12:22:48.718304,\N
539,1906,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.097372,2026-08-25 12:19:44.097372,\N
552,1881,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,4.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:44.949872,2026-08-25 12:22:48.78135,\N
584,101,1,102,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0,0.000000,0.000000,f,2026-08-25 12:19:46,2026-08-25 12:19:46.87386,2026-08-25 19:22:09.033854,\N
541,2141,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.21954,2026-08-25 12:19:44.21954,\N
554,1884,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,4.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.071433,2026-08-25 12:22:48.843604,\N
590,2590,1,102,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0,0.000000,0.000000,f,2026-08-25 12:19:47,2026-08-25 12:19:47.192566,2026-08-25 19:20:06.502927,\N
549,1870,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.705633,2026-08-25 12:19:44.705633,\N
556,1880,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.177099,2026-08-25 12:22:48.902613,\N
561,1874,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.393898,2026-08-25 12:19:45.393898,\N
551,1873,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:44,2026-08-25 12:19:44.827645,2026-08-25 12:19:44.827645,\N
558,1875,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.282415,2026-08-25 12:22:48.965852,\N
562,1878,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,6.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.51051,2026-08-25 12:22:49.090309,\N
553,1881,1,14,\N,\N,\N,\N,\N,1,1,\N,-4.000000,0.000000,\N,4.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:44.949872,2026-08-25 12:19:44.949872,\N
564,1883,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.631664,2026-08-25 12:22:49.152343,\N
555,1884,1,14,\N,\N,\N,\N,\N,1,1,\N,-4.000000,0.000000,\N,4.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.071433,2026-08-25 12:19:45.071433,\N
566,1879,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.753993,2026-08-25 12:22:49.212648,\N
557,1880,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.177099,2026-08-25 12:19:45.177099,\N
568,1882,1,100,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.876023,2026-08-25 12:22:49.271795,\N
559,1875,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.282415,2026-08-25 12:19:45.282415,\N
569,1882,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:45,2026-08-25 12:19:45.876023,2026-08-25 12:19:45.876023,\N
