id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,imported
427,\N,\N,2023-08-02 08:06:38.988376,1,https://www.odoo.com/app/quality,"{""en_US"": ""Control the quality of your products"", ""th_TH"": ""ควบคุมคุณภาพของผลิตภัณฑ์ของคุณ""}",quality_control,Odoo S.A.,/quality_control/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Quality"", ""th_TH"": ""คุณภาพ""}",51,"{""en_US"": ""\\nQuality Control\\n===============\\n* Define quality points that will generate quality checks on pickings,\\n  manufacturing orders or work orders (quality_mrp)\\n* Quality alerts can be created independently or related to quality checks\\n* Possibility to add a measure to the quality check with a min/max tolerance\\n* Define your stages for the quality alerts\\n""}",t,f,f,OEEL-1,120,f,f,\N,\N,\N,\N,,,,\N
728,\N,\N,2023-06-20 03:55:30.322949,1,,"{""en_US"": ""\\n  Publish your products on eBay""}",sale_ebay,Odoo S.A.,/sale_ebay/static/description/icon.png,uninstalled,\N,"{""en_US"": ""eBay Connector"", ""th_TH"": ""account_plaid""}",6,"{""en_US"": ""\\nPublish your products on eBay\\n=============================\\n\\nThe eBay integrator gives you the opportunity to manage your Odoo's products on eBay.\\n\\nKey Features\\n------------\\n* Publish products on eBay\\n* Revise, relist, end items on eBay\\n* Integration with the stock moves\\n* Automatic creation of sales order and invoices\\n\\n  ""}",t,f,f,OEEL-1,325,f,f,\N,\N,\N,\N,,,,\N
952,\N,\N,2023-06-20 03:55:30.322949,1,,"{""en_US"": ""Manage your employees' schedule""}",planning,Odoo S.A.,/planning/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Planning"", ""th_TH"": ""การวางแผน""}",107,"{""en_US"": ""\\n    Schedule your teams and employees with shift.\\n    ""}",t,f,f,OEEL-1,130,f,f,\N,\N,\N,\N,,,,\N
133,\N,\N,2026-04-04 11:00:36.531869,1,https://www.odoo.com,"{""en_US"": ""\\n        Define default purchase journal on the warehouse""}",l10n_in_purchase_stock,Odoo,/l10n_in/static/description/icon.png,uninstalled,\N,"{""en_US"": ""India Purchase and Warehouse Management"", ""th_TH"": ""การจัดซื้อและการจัดการคลังสินค้าของอินเดีย""}",57,"{""en_US"": ""\\n        Define default purchase journal on the warehouse,\\n        help you to choose correct purchase journal on the purchase order when\\n        you change the picking operation.\\n        useful when you setup the multiple GSTIN units.\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
989,1,2023-09-16 05:53:02.846333,2023-09-20 05:00:34.231311,1,https://scgl.co.th,"{""en_US"": """"}",full_packing_list,"SCG LEGACY(THAILAND) CO.,LTD(HEAD OFFICE)",/base/static/description/icon.png,installed,16.0.1.0.0,"{""en_US"": ""full_packing_list""}",130,"{""en_US"": ""\\nExport report using Report Designer\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,full packing list custom,external_layout_footer_original_custom (qweb)\nexternal_layout_full_packing_list_original (qweb)\nexternal_layout_header_original_custom (qweb)\nfull-packing_list-original (qweb)\nreport_packing_list_custom_view (qweb),\N
650,\N,\N,2023-06-20 03:55:30.322949,1,https://www.odoo.com/app/subscriptions,"{""en_US"": ""Generate recurring invoices and manage renewals""}",sale_subscription,Camptocamp / Odoo,/sale_subscription/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Subscriptions"", ""th_TH"": ""การสมัครสมาชิก""}",96,"{""en_US"": ""\\nThis module allows you to manage subscriptions.\\n\\nFeatures:\\n    - Create & edit subscriptions\\n    - Modify subscriptions with sales orders\\n    - Generate invoice automatically at fixed intervals\\n""}",t,f,f,OEEL-1,115,f,f,\N,\N,\N,\N,,,,\N
424,\N,\N,2023-06-20 03:55:30.322949,1,,"{""en_US"": ""Use barcode scanners to process logistics operations""}",stock_barcode,Odoo S.A.,/stock_barcode/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Barcode"", ""th_TH"": ""บาร์โค้ด""}",16,"{""en_US"": ""\\nThis module enables the barcode scanning feature for the warehouse management system.\\n    ""}",t,f,f,OEEL-1,255,f,f,\N,\N,\N,\N,,,,\N
887,\N,\N,2023-06-20 03:55:30.322949,1,https://www.odoo.com/app/appointments,"{""en_US"": ""Allow people to book meetings in your agenda""}",appointment,Odoo S.A.,/appointment/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Appointments"", ""th_TH"": ""การนัดหมาย""}",54,"{""en_US"": ""\\n        Allow clients to Schedule Appointments through the Portal\\n    ""}",t,f,f,OEEL-1,215,f,f,\N,\N,\N,\N,,,,\N
298,\N,\N,2023-06-20 03:55:30.322949,1,https://www.odoo.com/app/social-marketing,"{""en_US"": ""Manage your social media and website visitors""}",social,Odoo S.A.,/social/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Social Marketing"", ""th_TH"": ""การตลาดโซเชียล""}",74,"{""en_US"": ""Manage your social media and website visitors""}",t,f,f,OEEL-1,175,f,f,\N,\N,\N,\N,,,,\N
271,\N,\N,2023-06-20 03:55:30.322949,1,,"{""en_US"": ""Work Orders, Planning, Stock Reports.""}",mrp_workorder,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""MRP II"", ""th_TH"": ""MRP Byproducts""}",26,"{""en_US"": ""Enterprise extension for MRP\\n* Work order planning.  Check planning by Gantt views grouped by production order / work center\\n* Traceability report\\n* Cost Structure report (mrp_account)""}",f,f,f,OEEL-1,51,f,f,\N,\N,\N,\N,,,,\N
12,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Integrate your POS with a Six payment terminal""}",pos_six,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""POS Six""}",17,"{""en_US"": """"}",f,f,f,LGPL-3,6,f,f,\N,\N,\N,\N,,,,\N
99,\N,\N,2023-06-20 03:55:30.322949,1,,"{""en_US"": ""Pretty Way to Display Tweets for Event""}",website_twitter_wall,Odoo S.A.,/website_twitter_wall/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Twitter Wall"", ""th_TH"": ""วอลล์ Twitter ""}",24,"{""en_US"": ""\\nMake Everybody a Part of Your Event\\n===================================\\n\\nTurn your event into an interactive experience by letting everybody post to your Twitter Wall. Connect with the crowd and build a personal relationship with attendees.\\n * Create Live twitter walls for event\\n * No complex moderation needed.\\n * Customize your live view with help of various options.\\n * Auto Storify view after event is over.\\n""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,\N
377,\N,\N,2026-04-04 11:00:36.531869,1,http://www.bmya.cl,"{""en_US"": """"}",l10n_cl_edi,Blanco Martín & Asociados,/l10n_cl/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Chile - E-invoicing""}",3,"{""en_US"": ""\\nEDI Chilean Localization\\n========================\\nThis code allows to generate the DTE document for Chilean invoicing.\\n- DTE (Electronic Taxable Document) format in XML\\n- Direct Communication with SII (Servicio de Impuestos Internos) to send invoices and other tax documents related to sales.\\n- Communication with Customers to send sale DTEs.\\n- Communication with Suppliers (vendors) to accept DTEs from them.\\n- Direct Communication with SII informing the acceptance or rejection of vendor bills or other DTEs.\\n\\n In order to see the barcode on the invoice, you need the pdf417gen library.\\n\\n    ""}",f,f,f,OEEL-1,12,t,f,\N,\N,\N,\N,,,,\N
24,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",l10n_br_reports,Odoo S.A.,/l10n_br/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Brazil - Accounting Reports""}",4,"{""en_US"": ""Accounting reports for Brazil""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
932,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",auth_ldap,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Authentication via LDAP"", ""th_TH"": ""Authentication via LDAP""}",49,"{""en_US"": ""Adds support for authentication by LDAP server.\\n===============================================\\nThis module allows users to login with their LDAP username and password, and\\nwill automatically create Odoo users for them on the fly.\\n\\n**Note:** This module only work on servers that have Python's ``python-ldap`` module installed.\\n\\nConfiguration:\\n--------------\\nAfter installing this module, you need to configure the LDAP parameters in the\\nGeneral Settings menu. Different companies may have different\\nLDAP servers, as long as they have unique usernames (usernames need to be unique\\nin Odoo, even across multiple companies).\\n\\nAnonymous LDAP binding is also supported (for LDAP servers that allow it), by\\nsimply keeping the LDAP user and password empty in the LDAP configuration.\\nThis does not allow anonymous authentication for users, it is only for the master\\nLDAP account that is used to verify if a user exists before attempting to\\nauthenticate it.\\n\\nSecuring the connection with STARTTLS is available for LDAP servers supporting\\nit, by enabling the TLS option in the LDAP configuration.\\n\\nFor further options configuring the LDAP settings, refer to the ldap.conf\\nmanpage: manpage:`ldap.conf(5)`.\\n\\nSecurity Considerations:\\n------------------------\\nUsers' LDAP passwords are never stored in the Odoo database, the LDAP server\\nis queried whenever a user needs to be authenticated. No duplication of the\\npassword occurs, and passwords are managed in one place only.\\n\\nOdoo does not manage password changes in the LDAP, so any change of password\\nshould be conducted by other means in the LDAP directory directly (for LDAP users).\\n\\nIt is also possible to have local Odoo users in the database along with\\nLDAP-authenticated users (the Administrator account is one obvious example).\\n\\nHere is how it works:\\n---------------------\\n    * The system first attempts to authenticate users against the local Odoo\\n      database;\\n    * if this authentication fails (for example because the user has no local\\n      password), the system then attempts to authenticate against LDAP;\\n\\nAs LDAP users have blank passwords by default in the local Odoo database\\n(which means no access), the first step always fails and the LDAP server is\\nqueried to do the authentication.\\n\\nEnabling STARTTLS ensures that the authentication query to the LDAP server is\\nencrypted.\\n\\nUser Template:\\n--------------\\nIn the LDAP configuration on the General Settings, it is possible to select a *User\\nTemplate*. If set, this user will be used as template to create the local users\\nwhenever someone authenticates for the first time via LDAP authentication. This\\nallows pre-setting the default groups and menus of the first-time users.\\n\\n**Warning:** if you set a password for the user template, this password will be\\n         assigned as local password for each new LDAP user, effectively setting\\n         a *master password* for these users (until manually changed). You\\n         usually do not want this. One easy way to setup a template user is to\\n         login once with a valid LDAP user, let Odoo create a blank local\\n         user with the same login (and a blank password), then rename this new\\n         user to a username that does not exist in LDAP, and setup its groups\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
3,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",sale_expense_margin,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Sales Expense Margin""}",6,"{""en_US"": ""When re-invoicing the expense on the SO, set the cost to the total untaxed amount of the expense.""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
4,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",theme_test_custo,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Custom Theme (Testing suite)""}",8,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
5,\N,\N,2023-06-20 03:55:19.517597,1,https://www.odoo.com/app/project,"{""en_US"": """"}",project_timesheet_forecast_sale,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Compare timesheets and forecast for your projects""}",10,"{""en_US"": ""\\nCompare timesheets and forecast for your projects.\\n==================================================\\n\\nIn your project plan, you can compare your timesheets and your forecast to better schedule your resources.\\n    ""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
48,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",test_apikeys,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Tests flow of API keys""}",38,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
693,\N,\N,2026-04-04 11:00:36.531869,1,http://openerp.hellug.gr/,"{""en_US"": """"}",l10n_gr,"P. Christeas, OpenERP SA.",/l10n_gr/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Greece - Accounting"", ""th_TH"": ""Greece - Accounting""}",31,"{""en_US"": ""\\nThis is the base module to manage the accounting chart for Greece.\\n==================================================================\\n\\nGreek accounting chart and localization.\\n    "", ""th_TH"": ""\\nThis is the base module to manage the accounting chart for Greece.\\n==================================================================\\n\\nGreek accounting chart and localization.\\n    ""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
233,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": ""Parse barcodes according to the GS1-128 specifications""}",barcodes_gs1_nomenclature,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.0,"{""en_US"": ""Barcode - GS1 Nomenclature""}",15,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,* INHERIT Barcode Nomenclatures (form)\n* INHERIT Barcode Nomenclatures (tree)\n* INHERIT Barcode Rule (form),\N
85,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": ""\\n        Bridge module for website_sale_stock / sale_product_configurator"", ""th_TH"": ""\\n        โมดูลบริดจ์สำหรับ website_sale_stock / sale_product_configurator""}",website_sale_stock_product_configurator,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Website Sale Stock Product Configurator""}",15,"{""en_US"": ""\\n        Bridge module to make the website e-commerce stock management compatible with the product configurator\\n    "", ""th_TH"": ""\\n        โมดูลเชื่อมต่อเพื่อให้การจัดการสต็อกอีคอมเมิร์ซของเว็บไซต์เข้ากันได้กับตัวกำหนดค่าผลิตภัณฑ์\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
429,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",l10n_sg,Tech Receptives,/l10n_sg/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Singapore - Accounting"", ""th_TH"": ""Singapore - Accounting""}",31,"{""en_US"": ""\\nSingapore accounting chart and localization.\\n=======================================================\\n\\nThis module add, for accounting:\\n - The Chart of Accounts of Singapore\\n - Field UEN (Unique Entity Number) on company and partner\\n - Field PermitNo and PermitNoDate on invoice\\n\\n    ""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
269,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": ""Link module between pos_hr and pos_restaurant""}",pos_hr_restaurant,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""PoS HR Restaurant""}",15,"{""en_US"": ""\\nThis module adapts the behavior of the PoS when the pos_hr and pos_restaurant are installed.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
237,\N,\N,2026-04-04 11:00:36.531869,1,https://www.odoo.com/page/accounting,"{""en_US"": """"}",l10n_be_reports_post_wizard,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Belgium - Accounting Reports (post wizard)""}",4,"{""en_US"": ""\\n        Enable the VAT wizard when posting a tax return journal entry\\n    ""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
16,\N,\N,2023-06-20 03:55:19.517597,1, ,"{""en_US"": ""Let your employees share job positions and refer their friends""}",hr_referral,Odoo S.A.,/hr_referral/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Employee Referral""}",22,"{""en_US"": ""Let your employees share job positions and refer their friends""}",t,f,f,OEEL-1,235,f,f,\N,\N,\N,\N,,,,\N
19,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Steps in MRP work orders with IoT devices""}",mrp_workorder_iot,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""IoT features for Work Order""}",26,"{""en_US"": ""\\n    Configure IoT devices to be used in certain \\n    steps for taking measures, taking pictures, ...\\n""}",f,f,f,OEEL-1,50,t,f,\N,\N,\N,\N,,,,\N
22,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",mrp_subcontracting_repair,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""MRP Subcontracting Repair""}",29,"{""en_US"": ""\\n        Bridge module between MRP subcontracting and Repair\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
589,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",stock_barcode_product_expiry,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Barcode Expiry""}",16,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
31,\N,\N,2023-06-20 04:04:30.019785,1,,"{""en_US"": ""Enterprise features on contacts""}",contacts_enterprise,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.0,"{""en_US"": ""Contacts Enterprise"", ""th_TH"": ""ติดต่อ Enterprise""}",33,"{""en_US"": ""Adds notably the map view of contact""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,res.partner.view.map (map),\N
32,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Manufacturing Expiry""}",mrp_product_expiry,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Manufacturing Expiry""}",26,"{""en_US"": ""\\nTechnical module.\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
147,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",delivery_ups,Odoo S.A.,/delivery_ups/static/description/icon.png,uninstalled,\N,"{""en_US"": ""UPS Shipping"", ""th_TH"": ""การจัดส่ง UPS""}",48,"{""en_US"": ""Send your shippings through UPS and track them online""}",t,f,f,OEEL-1,275,f,f,\N,\N,\N,\N,,,,\N
36,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Bridge module between website_event_booth_exhibitor and website_event_booth_sale.""}",website_event_booth_sale_exhibitor,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Booths Sale/Exhibitors Bridge""}",12,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
39,\N,\N,2023-06-20 04:02:01.139194,1,,"{""en_US"": """"}",digest,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.1,"{""en_US"": ""KPI Digests""}",11,"{""en_US"": ""\\nSend KPI Digests periodically\\n=============================\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,Settings/Technical/Email/Digest Emails\nSettings/Technical/Email/Digest Tips,,* INHERIT res.config.settings.view.form.inherit.digest (form)\nUnsubscription (qweb)\ndigest.digest.view.form (form)\ndigest.digest.view.search (search)\ndigest.digest.view.tree (tree)\ndigest.tip.view.form (form)\ndigest.tip.view.search (search)\ndigest.tip.view.tree (tree)\ndigest_mail_layout (qweb)\ndigest_mail_main (qweb)\ndigest_section_mobile (qweb)\ndigest_tool_kpi (qweb),\N
41,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Project, Tasks, Repair""}",helpdesk_repair,Odoo S.A.,/helpdesk_repair/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Helpdesk Repair""}",35,"{""en_US"": ""\\nRepair Products from helpdesk tickets\\n    ""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,\N
42,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Create work entries from the employee's attendances""}",hr_work_entry_contract_attendance,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Work Entries - Attendance""}",36,"{""en_US"": """"}",f,f,f,OEEL-1,95,t,f,\N,\N,\N,\N,,,,\N
47,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Add variants to Sales Order through a grid entry.""}",sale_product_matrix,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Sale Matrix""}",6,"{""en_US"": ""\\n        This module allows to fill Sales Order rapidly\\n        by choosing product variants quantity through a Grid Entry.\\n    ""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
1006,2,2024-04-11 06:55:54.777864,2024-05-05 13:35:14.786219,1,,"{""en_US"": ""Product Lot Archived Stock Customization""}",stock_lot_active,"SCG Legacy Co.,Ltd",/base/static/description/icon.png,installed,16.0.1.8,"{""en_US"": ""Product Lot Archived""}",131,"{""en_US"": ""\\n        Product Lot Archived\\n    ""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,,* INHERIT res.config.settings.form.inherit (form)\n* INHERIT scgl_swr_custom_module_search.stock_lot.search_qty (search)\n* INHERIT stock.lot.form (in stock_lot_active) (form)\n* INHERIT stock.lot.search (in stock_lot_active) (search)\n* INHERIT stock.lot.tree (in stock_lot_active) (tree),\N
725,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": ""Send text messages as event reminders""}",calendar_sms,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.1,"{""en_US"": ""Calendar - SMS"", ""th_TH"": ""ปฏิทิน""}",15,"{""en_US"": ""Send text messages as event reminders""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,* INHERIT calendar.alarm.view.form.inherit.calendar.sms (form)\n* INHERIT calendar.event.form.calendar_sms (form)\n* INHERIT calendar.event.tree.calendar_sms (tree),\N
421,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",l10n_mx_edi_stock_extended,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Mexico - Electronic Delivery Guide Comex""}",37,"{""en_US"": ""\\n    Bridge module to extend the delivery guide (Complemento XML Carta de Porte)\\n    - exported goods (COMEX)\\n    - extended address fields\\n    ""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
51,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",mrp_repair,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Mrp Repairs""}",16,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,\N
54,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Link between PoS and Stock Rental.""}",pos_sale_stock_renting,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Point of Sale Rental Stock""}",39,"{""en_US"": """"}",f,f,f,OEEL-1,6,t,f,\N,\N,\N,\N,,,,\N
68,\N,\N,2023-09-11 03:54:04.846638,1,,"{""en_US"": ""predict the product from the expense description based on old ones""}",hr_expense_predict_product,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.0,"{""en_US"": ""Hr Expense Predict product""}",44,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,,\N
61,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Project payroll accounting""}",project_hr_payroll_account,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Project Payroll Accounting""}",41,"{""en_US"": ""Bridge created to add the number of contracts linked to an AA to a project form""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
49,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": """"}",product_margin,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Margins by Products"", ""th_TH"": ""Margins by Products""}",6,"{""en_US"": ""\\nAdds a reporting menu in products that computes sales, purchases, margins and other interesting indicators based on invoices.\\n=============================================================================================================================\\n\\nThe wizard to launch the report has several options to help you get the data you need.\\n"", ""th_TH"": ""\\nAdds a reporting menu in products that computes sales, purchases, margins and other interesting indicators based on invoices.\\n=============================================================================================================================\\n\\nThe wizard to launch the report has several options to help you get the data you need.\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,\N
63,\N,\N,2023-06-20 03:55:19.517597,1,https://www.odoo.com/app/employees,"{""en_US"": ""Track employee attendance"", ""th_TH"": ""เวลาเข้าออกงาน""}",hr_attendance,Odoo S.A.,/hr_attendance/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Attendances"", ""th_TH"": ""การลงเวลางาน""}",42,"{""en_US"": ""\\nThis module aims to manage employee's attendances.\\n==================================================\\n\\nKeeps account of the attendances of the employees on the basis of the\\nactions(Check in/Check out) performed by them.\\n       ""}",t,f,f,LGPL-3,240,f,f,\N,\N,\N,\N,,,,\N
67,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Extract data from CV scans to fill application forms automatically""}",hr_recruitment_extract,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Hr Recruitment Extract""}",43,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
78,\N,\N,2023-09-28 08:59:35.21502,1,,"{""en_US"": ""Manage your documents to sign in contracts""}",hr_contract_sign,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Contract - Signature"", ""th_TH"": ""สัญญา - ลายเซ็น""}",21,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
110,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Adds American style tipping to Stripe""}",pos_restaurant_stripe,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""POS Restaurant Stripe""}",39,"{""en_US"": """"}",f,f,f,LGPL-3,6,t,f,\N,\N,\N,\N,,,,\N
672,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",base_install_request,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.0,"{""en_US"": ""Base - Module Install Request""}",15,"{""en_US"": ""\\nAllow internal users requesting a module installation\\n=====================================================\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,* INHERIT ir.module.module.view.kanban.inherit.mail (kanban)\nbase.module.install.request.view.form (form)\nbase.module.install.review.view.form (form)\nbase_install_request.base_module_install_review_description (qweb),\N
70,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Worksheet template when planning an intervention""}",helpdesk_fsm_report,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Helpdesk FSM Reports""}",35,"{""en_US"": ""\\n        Display the worksheet template when planning an Intervention from a ticket\\n    ""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
866,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": """"}",l10n_es_real_estates,Odoo S.A.,/l10n_es/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Spain - Real Estates""}",3,"{""en_US"": ""\\nThis module allows the user to add real estate related data to the Spanish localization and generates a mod 347 report.\\n    ""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,\N
72,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Add Merge action in contextual menu of helpdesk ticket model.""}",data_merge_helpdesk,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Helpdesk Merge action""}",46,"{""en_US"": ""Add Merge action in contextual menu of helpdesk ticket model.""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
73,\N,\N,2023-06-20 03:55:19.517597,1,,"{""en_US"": ""Products Workspace Templates""}",documents_project_sale,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Documents - Project - Sale""}",20,"{""en_US"": ""\\nAdds the ability to set workspace templates on products.\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
